id,mst,ten_nnt,dia_chi,cqt
244,3200659772,"Công Ty Cổ Phần Minh Chính Thịnh","Khu phố 2, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
245,3700381324-475,"Công Ty Cổ Phần Tập Đoàn Hoa Sen - Chi Nhánh Tỉnh Quảng Trị","Thôn An Bình, Xã Thanh An, Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
246,3301633160-001,"Công Ty TNHH MTV Toán Siêu Tốc Smart Kids Việt Nam - Chi Nhánh Cam Lộ","140 Hàm Nghi, KP2, Thị trấn Cam Lộ, Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
247,2901807716-024,"Chi Nhánh Đông Hà 01 - Công Ty TNHH Srisawad Việt Nam","Số 85 Quốc lộ 9, khu phố 3, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
248,3200674770,"Công Ty TNHH XNK Nam Hải Cns","Số 11 Lê Duẩn, Khóm 3A, Thị trấn Khe Sanh, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
249,3200677228,"Công Ty TNHH Thương Mại Và Dịch Vụ Thành Anh Phong","Số 22B Kiệt 1 Hùng Vương, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
250,3200677595,"Công Ty TNHH Phúc Vĩnh Lợi","Thôn Long Hợp, Xã Tân Long, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
251,0104485020-012,"Chi Nhánh Tại Tỉnh Quảng Trị -công Ty Cổ Phần Đầu Tư Và Thương Mại vVm","Số 78 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
252,3200679923,"Công Ty TNHH Thương Mại Và Dịch Vụ Miền Trung Xanh","Số 68 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
253,3200682041,"Công Ty TNHH Đại Nam - Ong Biển Quảng Trị","Số 63 đường Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
254,3200682179,"Công Ty TNHH MTV QT Thắng Hiền","Số 188A Hàm Nghi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
255,0400475960-002,"Chi Nhánh Công Ty TNHH Sản Xuất - Thương Mại Vạn Thành Tại Quảng Trị","Số 57 Quốc Lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
256,3200685081,"Công Ty TNHH Thương Mại An Nguyễn Quảng Trị","Số 32 đường Nguyễn Du, Khu phố 8, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
257,3301596085-002,"Công Ty Cổ Phần Đầu Tư Địa Ốc Thắng Lợi Miền Trung - Chi Nhánh Quảng Trị","Số 99 Hùng Vương, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
258,3200685557,"Công Ty TNHH Cấu Kiện Bê Tông Và Vật Liệu Xây Dựng Mỹ Thủy","Thôn Mỹ Thủy, Xã Hải An, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
259,3200686293,"Trường Liên Cấp Hội Nhập Quốc Tế Ischool Quảng Trị","Khu phố Lai Phước, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
260,3100945949-001,"Chi Nhánh Công Ty TNHH Thương Mại Tổng Hợp Xăng Dầu Việt Trung Tại Quảng Trị","Đường Lê Duẩn, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
261,4101530561-005,"Chi Nhánh Đông Hà - Công Ty Cổ Phần Phát Triển Giáo Dục Bình Định","Số 204 Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa,",Cục Thuế tỉnh Quảng Trị
262,0104753865-051,"Chi Nhánh Kỹ Thuật Viettel Quảng Trị - Tổng Công Ty Cổ Phần Công Trình Viettel","Tầng 2 Tòa nhà Viettel số 01 đường Hoàng Diệu, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
263,0315585063-004,"Chi Nhánh Công Ty Cổ Phần Tgkc Tại Quảng Trị","Số 59 Đường 27, Phường 6, Quận Gò Vấp,",Cục Thuế tỉnh Quảng Trị
264,3301194153-001,"Công Ty Cổ Phần Phước Hiệp Thành Chi Nhánh Quảng Trị","Lô số 02, Cụm Công nghiệp Diên Sanh, Thị trấn Diên Sanh, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
265,3200692018,"Công Ty Cổ Phần Bc Smart Quảng Trị","32 Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
266,3200696301,"Công Ty Cổ Phần Hd Nam Phát","Nhà ông Nguyễn Anh Linh, Khu phố 11, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
267,3200696421,"Công Ty Cổ Phần Merlion Việt Nam","Số 109 Nguyễn Huệ, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
268,3200696781,"Công Ty TNHH Tổng Hợp May Phúc Thịnh","Khu phố 6, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
269,3200696830,"Công Ty Cổ Phần  Nhà Phố Đh","136B, Đường Hàm Nghi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
270,3200698080,"Công Ty TNHH Van Com","28 Lý Thường Kiệt, Phường 1, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
271,3200698115,"Công Ty TNHH MTV Nhật Phú Quý","Số 10 Lê Thế Tiết, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
272,3200698429,"Công Ty Cổ Phần Icd Đông Nam","Tầng 2, Số 109 Nguyễn Huệ, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
273,0108705686-013,"Chi Nhánh Công Ty Cổ Phần Sơn Và Hóa Chất Tân Á Đại Thành Tại Quảng Trị","Số 494A - Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
274,0315661606-017,"Chi Nhánh Công Ty Cổ Phần Nhựa Tân Á Đại Thành Tại Quảng Trị","Số 494A, Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
275,3200699990,"Công Ty Cổ Phần Toàn Minh Miền Trung","36/3 Ông Ích Khiêm, Khu Phố 1, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
276,3200700004,"Công Ty Cổ Phần Đầu Tư Và Phát Triển Cửa Việt","Số 32 đường Phan Đình Phùng, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
277,0108705661-017,"Chi Nhánh Công Ty Cổ Phần Công Nghệ Và Giải Pháp Nước Tân Á Đại Thành Tại Quảng Trị","494A Lê Duẩn,, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
278,3301661859-001,"Chi Nhánh Công Ty TNHH MTV Thương Mại Và Xây Dựng Tấn Hoàng Tại Quảng Trị","Tổ 14, Khu phố 11, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
279,1100632491-001,"Văn Phòng Đại Diện Công Ty TNHH Bệnh Viện Đa Khoa Tư Nhân Long An Segaero","131/1 Hàm Nghi, Khu phố 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
280,3200616338,"Công Ty TNHH MTV Phượng Hoàng Đakrông","Khóm 1, Thị trấn Krông Klang, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
281,3200269109,"Công Ty Cổ Phần Bình Điền-quảng Trị","Lô 22 Khu công nghiệp Quán Ngang, Xã Gio Châu, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
282,3600224423-037,"Công Ty Cổ Phần Chăn Nuôi C.p Việt Nam - Chi Nhánh Quảng Trị","Hải Ba, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
283,4000286148-003,"Cn Cty X L Điện Quảng Nam Tại Quảng Trị","07 Nguyễn Công Trứ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
284,3200134983-001,"Chi Nhánh Công Ty Cổ Phần Bốn Phương","145 Quốc lộ 9 thị xã Đông hà, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
285,3300101011-001,"Chi Nhánh Công Ty Cổ Phần Xây Dựng - Giao Thông Thừa Thiên Huế Tại Quảng Trị","Lô 12, Đường Quốc lộ 9D, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
286,0311609355-043,"Chi Nhánh Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT Tại Quảng Trị","Số 21 Hùng Vương, Khu Phố 8, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
287,3200591267,"Công Ty Cổ Phần May Và Thương Mại Gio Linh","Khu Công nghiệp Quán Ngang, Xã Gio Quang, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
288,3100177623-006,"Chi Nhánh Công Ty Cổ Phần Xây Dựng Trường Xuân","38 Phan Chu Trinh, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
289,3200639127,"Công Ty Cổ Phần Đầu Tư Quốc Tế Venus Quảng Trị","Số 67 đường Hùng Vương, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
290,3100195171-010,"Chi Nhánh Công Ty Cổ Phần Tập Đoàn Trường Thịnh Tại Tỉnh Quảng Trị","Km 763+800, Xã Triệu Giang, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
291,3200642842,"Công Ty Cổ Phần May Cam Lộ","Khu phố 2, Thị trấn Cam Lộ, Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
292,0314125225-003,"Công Ty Cổ Phần Kapal Việt Nam Chi Nhánh Quảng Trị","Số nhà 485 Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
293,0101344790-038,"Chi Nhánh Công Ty Cổ Phần Thương Mại Và Chuyển Phát Nhanh Nội Bài Tại Tỉnh Quảng Trị","Số 324 Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
294,3600224423-106,"Công Ty Cổ Phần Chăn Nuôi C.p. Việt Nam - Chi Nhánh 2 Tại Quảng Trị","Khu phố 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
295,0100365621-026,"Chi Nhánh Công Ty Cổ Phần Tập Đoàn Vàng Bạc Đá Quý Doji Tại Quảng Trị","Số 58 Nguyễn Biểu, Phường Thuận Thành, Thành phố Huế,",Cục Thuế tỉnh Quảng Trị
296,3100126555-015,"Công Ty Cổ Phần  Tổng Công Ty Sông Gianh - Chi Nhánh Tại Quảng Trị","Thôn Mai Đàn, Xã Hải Lâm, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
297,0401511308-001,"Công Ty TNHH MTV Liên Việt Door - Chi Nhánh Đông Hà","73 Tôn Thất Thuyết, Phường Khuê Trung, Quận Cẩm Lệ,",Cục Thuế tỉnh Quảng Trị
298,0401873040-001,"Chi Nhánh Công Ty TNHH MTV Phú Nhật Thăng - Tại Quảng Trị","Số 147 Lý Thường Kiệt, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
299,0108705693-030,"Chi Nhánh Công Ty Cổ Phần Kim Khí Và Gia Dụng Tân Á Đại Thành Tại Quảng Trị","Số 494A - Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
300,0104918404-070,"Chi Nhánh Quảng Trị - Công Ty Cổ Phần Dịch Vụ Thương Mại Tổng Hợp Vincommerce","Kế toán, Tower 2, Khu đô thị Times City, Số 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng,",Cục Thuế tỉnh Quảng Trị
301,0309132354-037,"Chi Nhánh Công Ty Cổ Phần Việt Tinh Anh Tại Quảng Trị","Số 12 đường Hùng Vương, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
302,3400379518-004,"Chi Nhánh Công Ty TNHH Thương Mại & Sản Xuất Quản Trung Tại Quảng Trị","48 Nguyễn Huệ, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
303,3200700117,"Công Ty Cổ Phần Pax International-gold-quảng Trị","32 Phan Đình Phùng, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
304,3200700131,"Công Ty Cổ Phần Năng Lượng Xanh Quảng Trị","Số 90 Thành Cổ, Khu phố 6, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
305,3200700195,"Công Ty Cổ Phần Đầu Tư Và Phát Triển Du Lịch Sa Mù Hill","27 Lê Thế Tiết, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
306,3200700205,"Công Ty Cổ Phần Thương Mại Và Xuất Nhập Khẩu Cửa Tùng","Thôn Hiền Lương, Xã Hiền Thành, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
307,0311609355-145,"Chi Nhánh Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT Tại Đà Nẵng - Trung Tâm Bán Lẻ 11 Trần Hưng Đạo","Số 11 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
308,0311609355-146,"Cn Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT Tại Đà Nẵng - Trung Tâm Bán Lẻ 36 Lê Duẩn - Quảng Trị","Số 36 Lê Duẩn, Khóm Hữu Nghị, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
309,0311609355-147,"Cn Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT Tại Đà Nẵng - Trung Tâm Bán Lẻ 21 Hùng Vương - Quảng Trị","số 21 Hùng Vương, Khu phố 8, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
310,0311609355-148,"Chi Nhánh Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT Tại Đà Nẳng - Trung Tâm Bán Lẻ 122 -124 Quốc Lộ 9b","Số 122-124 Quốc Lộ 9B, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
311,3200700759,"Công Ty Cổ Phần Apec Quảng Trị","Số 117, Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy,",Cục Thuế tỉnh Quảng Trị
312,3200703904,"Công Ty Cổ Phần Xây Dựng Thương Mại Và Dịch Vụ Vinacoco","Số nhà 25, đường Lê Hồng Phong, Khu phố 3, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
313,3200710098,"Công Ty Cổ Phần Tozen Việt Nam","Khu Công nghiệp Quán Ngang, Xã Gio Quang, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
314,3200710203,"Công Ty TNHH Năng Lượng Sạch Quảng Trị","Khu phố 11, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
315,3200710235,"Công Ty Cổ Phần Đầu Tư Bất Động Sản Lộc Phát Land","Số 12 Đào Duy Từ, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
316,3200710330,"Công Ty TNHH Hmh Global","Số nhà 21 đường Nguyễn Hoàng, Khu phố 1, Phường 1, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
317,0102516308-030,"Chi Nhánh Công Ty Cổ Phần Mediamart Việt Nam Tại Quảng Trị","Khu phố 8, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
318,3200710443,"Công Ty TNHH Phúc Vạn Tiến","Khu phố 8, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
319,3200710531,"Công Ty TNHH MTV Cấp Nước Hải Sơn","60 Hai Bà Trưng, Phường 3, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
320,3200710556,"Công Ty TNHH MTV Phát Triển Thương Mại Và Logistics Trực Phương Đại Quảng Trị","Số nhà 106 đường Nguyễn Thái Học, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
321,3200710595,"Công Ty TNHH Quang Thịnh Phát Quảng Trị","Tân Tài, Xã Tân Lập, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
322,4000354775-006,"Công Ty Cổ Phần  Gas Miền Trung Chi Nhánh Quảng Trị","Khu Công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
323,3200710926,"Công Ty TNHH MTV Halona Quảng Trị","Đường Nguyễn Hoàng, Khu phố 7, Thị trấn Cửa Việt, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
324,3200596265,"Công Ty Cổ PhầN Chăn nuôi C.p. Việt Nam - Chi Nhánh Quảng Trị","Hải Ba, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
325,3600252847-073,"Chi Nhánh Quảng Trị - Công Ty Cổ Phần Ôtô Trường Hải","Quốc lộ 1, Thôn Phước Mỹ, Xã Triệu Giang, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
326,0108926276-047,"Chi Nhánh Quảng Trị - Công Ty TNHH Kinh Doanh Thương Mại Và Dịch Vụ Vinfast","90 Hùng Vương, Khu phố 4, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
327,3200597653,"Công Ty Cổ Phần Kim Sơn Quảng Trị","Số 258 Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
328,3200108729,"Công Ty TNHH Thành Hưng","Khu phố 1, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
329,3200102050,"Công Ty TNHH Thương Mại Số 1","Số 103 đường Lê Duẩn,, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
330,3200150858,"Công Ty TNHH Kim Sơn","Số 248 Lê Duẩn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
331,3200114754,"Công Ty TNHH Nhật Tín","Số nhà 405 đường Lê Duẫn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
332,3200165533,"Công Ty TNHH MTV Vật Liệu Xây Dựng Tổng Hợp Hoàng Yến","Khu phố 1 Phường Đông giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
333,3200178412,"Công Ty TNHH Xuất Nhập Khẩu Hoàng Nam Tiến","Số 47 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
334,3200037884,"Công Ty TNHH Yên Loan","Số 95 Quốc lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
335,3200144646,"Công Ty TNHH Xây Dựng Trung Dũng","Đường K2, Khu công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
336,3200266556,"Công Ty TNHH MTV Phước Hưng","Số 83 Hàm Nghi, Khu phố 5, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
337,3200271348,"Công Ty TNHH Thương Mại Dịch Vụ Tâm Tâm","Số 24 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
338,3200284971,"Công Ty TNHH MTV Hiếu Giang","06 Bùi Thị Xuân, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
339,3200290559,"Công Ty TNHH MTV Thái Gia Vượng","Kiệt 20/1 Nguyễn Trãi, khu phố 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
340,3200305117,"Công Ty Cổ Phần Mười Thương","190 Quốc lộ 1A, Đông thanh, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
341,3200354731,"Công Ty TNHH MTV Hưng Hùng","55A Lê Quý Đôn, khu phố 1, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
342,0100111948-076,"Ngân Hàng Thương Mại Cổ Phần Công Thương Việt Nam-chi Nhánh Quảng Trị","236 Hùng Vương, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
343,0100233583-036,"Ngân Hàng Thương Mại Cổ Phần Việt Nam Thịnh Vượng - Chi Nhánh Quảng Trị","Số 16 đường Hùng Vương, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
344,3200271348-002,"Chi nhánh Công Ty TNHH Thương Mại  Dịch Vụ Tâm Tâm","Thôn Long Hợp, Xã Tân Long, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
345,0100112437-077,"Ngân Hàng Thương Mại Cổ Phần Ngoại Thương Việt Nam-chi Nhánh Quảng Trị","51 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
346,0100150619-034,"Ngân Hàng Thương Mại Cổ Phần Đầu Tư Và PháT triểN Việt Nam - Chi nhánh Quảng Trị","24 Hùng Vương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
347,3200144646-001,"Chi nhánh Công Ty TNHH Trung Dũng Tại Khu Thương Mại Lao Bảo","Thôn Tân Hữu, Xã Tân Liên, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
348,0301103908-028,"Ngân Hàng Tmcp Sài Gòn Thương Tín - Chi Nhánh Quảng Trị","43 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
349,3200102050-001,"Chi nhánh Công Ty TNHH Thương Mại Số 1-nhà Máy Kim Cơ Khí Đoàn Luyến.","Khu công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
350,3200478769,"Công Ty TNHH MTV Xuân Anh","Số 86 Hàm Nghi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
351,0100283873-056,"Ngân Hàng Thương Mại Cổ Phần Quân Đội - Chi Nhánh Quảng Trị","Số 134 Quốc lộ 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
352,3200512547,"Công Ty TNHH MTV Tuấn Hương Quảng Trị","Số 47 Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
353,3200534050,"Công Ty TNHH MTV Gia La Vi","Số 14 Đoàn Khuê, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
354,3200536516,"Công Ty TNHH MTV Thành Phong Quảng Trị","Số 30/10 Lý Thường Kiệt, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
355,3200536523,"Công ty TNHH MTV Bình An Hiếu","Số 28 Hải Thượng Lãn ông, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
356,3200102050-002,"Chi Nhánh Công Ty TNHH Thương Mại Số 1- Nhà Máy Sản Xuất Tấm Lợp Tấn Phát Tâm Châu","Khu Công nghiệp Nam Đông Hà, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
357,3200574857,"Công Ty TNHH Nguyên Liệu Giấy Quảng Trị","Thôn Thượng Xá, Xã Hải Thượng, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
358,3200144646-002,"Chi nhánh Số 2 Công Ty TNHH Xây Dựng Trung Dũng","Thôn Tân Hữu, Xã Tân Liên, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
359,3200108729-003,"Chi Nhánh Công Ty TNHH Thành Hưng - Nhà Máy Chế Biến Gỗ Dăm Cam Lộ","Cụm công nghiệp Cam Thành, Xã Cam Thành, Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
360,3200625727,"Công Ty Cp Kiến Trúc T'Home","Số 26 Lê Lợi, Khu phố 2, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
361,6300048638-072,"Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt - Chi Nhánh Quảng Trị","Số 72 Quốc lộ 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
362,3200630942,"Công Ty TNHH Ict Gia Thạnh","Số 22 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
