id,mst,ten_nnt,dia_chi,cqt
848,2001293017,"Công Ty TNHH MTV Dịch Vụ Thương Mại Mr Liệt","Tầng 4, Lô C03A, KS Mường Thanh Cà Mau, khu TTHC Cà Mau, Thành phố Cà Mau,",Cục Thuế tỉnh Quảng Trị
849,3200139212,"Công Ty TNHH Song  Lam","47B Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
850,3200171456,"Công Ty TNHH Xây Dựng Thương Mại Và Kinh Doanh Tổng Hợp Phi Long","11A Nguyễn Quang Xá, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
851,3200193273,"Công Ty TNHH Thương Mại Dịch Vụ Lê Dũng","Số 29 đường Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
852,3200287404,"Công Ty TNHH MTV Hiệp Phát","Số 318 Quốc lộ 9, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
853,3200311329,"Công Ty TNHH MTV Khang Nguyên","Lô số 01, Số nhà 07 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
854,3200472340,"Công Ty TNHH MTV Phước Thọ.","Số 29B Nguyễn Chí Thanh, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
855,3200484145,"Công Ty TNHH MTV Bảo Anh Quảng Trị","02 Cao Thắng - Đông Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
856,3200560702,"Công Ty TNHH MTV Lâm Sản Khánh Hà","Số 09 Nguyễn Thái Học, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
857,3200578629,"Công Ty TNHH MTV Dương Hưng Phát","9/12 Lương Ngọc Quyến, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
858,3200578636,"Công Ty TNHH MTV Phùng Hưng Thịnh","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
859,3200596603,"Công Ty Cổ Phần Hào Hưng Quảng Trị","Thôn Tân Phước, Xã Hải Lâm, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
860,3200600659,"Công Ty Cổ Phần Chế Biến Lâm Sản Đồng Tâm Quảng Trị","Thôn Ái Tử, Xã Triệu ái, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
861,3200601349,"Công Ty TNHH MTV Lâm Sản Khánh Hân","Khu phố 9, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
862,3200613457,"Công Ty Cổ Phần Thái Bình Xanh","Số 25 Chu Văn An, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
863,3200615398,"Công Ty TNHH MTV Nguyễn Tuấn Hoàng","Đường Huỳnh Thúc Kháng, Khu phố 9, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
864,3200629785,"Công Ty TNHH Xuất Nhập Khẩu Khánh Quỳnh","266 Quốc Lộ 1A, Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
865,3200632280,"Công Ty TNHH 01 Tv Bh","Thôn Tân Xuyên, Xã Tân Hợp, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
866,3200638684,"Công Ty TNHH MTV Đức Long Tiến","Số 127 Quốc Lộ 9, Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
867,3200638941,"Công Ty TNHH MTV Quang Minh Thịnh Phát","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
868,3200639790,"Công Ty TNHH MTV Dũng Phát Huy","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
869,3200639857,"Công Ty TNHH MTV Vương Tân Phát","Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
870,3200641373,"Công Ty TNHH MTV Minh Nhật Trường","Tầng 2 số 169 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
871,3100413567-001,"Chi Nhánh Công Ty TNHH Cát Phú Quảng Bình - Quảng Trị","Thôn Phú Lộc, Xã Quảng Phú, Huyện Quảng Trạch,",Cục Thuế tỉnh Quảng Trị
872,3200645804,"Công Ty TNHH MTV Thương Mại Thanh Ninh","Số 668 Quốc lộ 9, Phường 4, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
873,3200659638,"Công Ty TNHH MTV Bảo Châu Phát","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
874,3200659885,"Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Vila Sanmyshi","Số 13 Ông Ích Khiêm, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
875,3200171456-002,"Chi Nhánh Công Ty TNHH Tổng Hợp Phi Long","11A Nguyễn Quang Xá, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
876,3200667420,"Công Ty TNHH QT Phát Đạt","Số 22 đường Lê Thế Tiết, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
877,3200673199,"Công Ty TNHH MTV Nhất Phát Tài","Số 20 Lê Lợi, Thị trấn Khe Sanh, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
878,3200674481,"Công Ty TNHH MTV Pb Nhã Khanh","Đường Nguyễn Du nối dài, Khu phố 8, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
879,3200675887,"Công Ty TNHH MTV Lb Nhật Minh","Số 154 Lê Thế Tiết, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
880,3200676249,"Công Ty TNHH MTV Từ Vũ","Tầng 2 số nhà 50/1 Trương Định, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
881,3200680823,"Công Ty TNHH MTV Bình Minh Quảng Trị","Số nhà 128 Trần Hưng Đạo, Khu phố 3, Phường 3, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
882,3200684088,"Công Ty TNHH MTV 131 Lao Bảo","Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
883,3200684095,"Công Ty TNHH MTV Sỏi Ngọc","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
884,3200684715,"Công Ty TNHH MTV Ngọc Hưởng","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
885,3200685839,"Công Ty TNHH QT Hưng Tiến","Số 107 Đinh Tiên Hoàng, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
886,3200686303,"Công Ty TNHH Quốc Đạt Quảng Trị","Thôn Thanh Liêm, Xã Triệu Độ, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
887,3200686624,"Công Ty TNHH MTV Đức Bảo Hoài An","Khóm Xuân Phước, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
888,3200686617,"Công Ty TNHH MTV Thọ Toàn Phát","664 Quốc lộ 9, Khu phố 4, Phường 4, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
889,3200686737,"Công Ty TNHH Phú Đức Hòa","Đường Trường Chinh, Khu phố 10, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
890,3200693205,"Công Ty TNHH MTV Trần Ngọc Bảo Trâm","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
891,3200694720,"Công Ty TNHH My Sang","Số 09 Trần Phú, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
892,3200698193,"Công Ty TNHH Nhật Bảo Phát","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
893,3200698316,"Công Ty TNHH Hạnh Phúc Thịnh","Khóm Tây Chính, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
894,3200702097,"Công Ty Cổ Phần Thái Bình Xanh","Số 25 Chu Văn An, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
895,3200233751-002,"Chi Nhánh Công Ty Cổ Phần Phát Triển Viễn Thông Bắc Miền Trung - Xí Nghiệp Tư Vấn - Xây Dựng - Dịch","Tầng 1 số 267 Quốc lộ 9, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
896,3200042147,"Công Ty Cổ Phần Xây Dựng Giao Thông Quảng Trị","Số 235 Hàm Nghi, Khu phố 10, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
897,3200115109,"Công Ty Cổ Phần  Việt Ren","Số 242 Quốc lộ 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
898,3200131358,"Công Ty TNHH Huy Hoàng","Đường Nguyễn Thị Lý, Phường 2, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
899,3200149267,"Công Ty Cổ Phần Đầu Tư Và Xây Dựng Trường Thịnh","134 Đường Lê Lợi, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
900,3200148626,"Công Ty TNHH Hiệp Lực","Khu phố 5, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
901,3200139036,"Công Ty TNHH MTV Phong Phú","Số 111 Lê Duẩn, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
902,3200126608,"Công Ty TNHH Xây Dựng Thái Sơn","Số 96 đường Thành Cổ, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
903,3200011205,"Công Ty Cổ Phần Đầu Tư Và Xây Dựng Hùng Cường","Số 36 đường Ngô Quyền, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
904,3200133764,"Công Ty TNHH Tiến Lợi","Đường Hoàng Thị Ái, Khu phố 8, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
905,3200178437,"Công Ty Cổ Phần Xây Dựng Tổng Hợp Quảng Trị","Số 48 đường Ngô Quyền, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
906,3200114289,"Công Ty Cổ Phần Thành An","Thôn Hà Thanh, Xã Gio Châu, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
907,3200136684,"Công Ty TNHH Tiến Hưng","Số 49/9 Lê Quý Đôn, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
908,3200194090,"Công Ty Cổ Phần Triệu Duy","Số 36/3 đường Ông Ích Khiêm, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
909,3200197101,"Công Ty Cổ Phần Xây Dựng Số 6","Quốc lộ 1A, Thị trấn ái Tử, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
910,3200198514,"Công Ty TNHH MTV Quản Lý Khai Thác Công Trình Thủy Lợi Quảng Trị","Khu phố 9, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
911,4200595778,"Công Ty Cổ Phần Sông Cầu","Thôn Lương Lễ, km 58+59, Quốc lộ 9, Xã Tân Hợp, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
912,3200233751,"Công Ty Cổ Phần Phát Triển Viễn Thông Bắc Miền Trung","Số 267 Quốc Lộ 9, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
913,3200276064,"Công Ty TNHH MTV Hợp Quốc","KCN Quán Ngang, Xã Gio Châu, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
914,3200284844,"Công Ty TNHH MTV Minh Thành","Số 25 Đại Cồ Việt, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
915,3200283576,"Công Ty Cổ Phần Việt Trung","Thôn Phổ Lại, Xã Cam An (hết hiệu lực), Huyện Cam Lộ, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
916,3200414490,"Công Ty TNHH MTV Đại Phát Eqp","Số 349 Lê Duẫn, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
917,3100550309,"Công Ty TNHH Phúc Thịnh","Số 36 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
918,3200453549,"Công Ty Cổ Phần Xây Dựng Nguyên Khang","191 Quốc Lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
919,3200198514-002,"Chi nhánh Công Ty TNHH MTV Quản Lý Khai Thác Công Trình Thủy Lợi Quảng Trị - Xí Nghiệp Th","198 Hai Bà Trưng, Phường 2, Thị xã Quảng Trị, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
920,3200198514-004,"Chi Nhánh Công Ty TNHH MTV Quản Lý Khai Thác Công Trình Thủy Lợi Quảng Trị - Xí Nghiệp Th","khóm chợ huyện, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
921,3200198514-001,"Chi Nhánh Công Ty TNHH MTV Quản Lý Khai Thác Công Trình Thủy Lợi Quảng Trị - Xí Nghiệp Th","Khu phố 5, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
922,3200198514-003,"Chi nhánh Công Ty TNHH MTV Quản Lý Khai Thác Công Trình Thủy Lợi Quảng Trị - Xí Nghiệp Tư","Khu phố 9, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
923,3200178437-001,"Cn Công Ty Cổ Phần Xây Dựng Tổng Hợp Quảng Trị","Khóm 3A, thị trấn khe sanh, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
924,3200487202,"Công Ty TNHH Lê Thanh Dkt","Số 232, Quốc lộ 9, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
925,3200493710,"Công Ty TNHH MTV Lộc Loan","Kiệt 112 Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
926,3200492925,"Công Ty TNHH MTV Ngọc Việt Châu","Số 188A đường Hàm Nghi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
927,3200512579,"Công Ty Cổ Phần Gud Thống Nhất Quảng Trị","Tầng 12 tòa nhà Zodiac, ngõ 19 đường Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy,",Cục Thuế tỉnh Quảng Trị
928,3200517577,"Công Ty Cổ Phần Xây Dựng Tư Vấn Viễn Thông","Số 05 đường Hai Bà Trưng, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
929,3200545415,"Công Ty Cổ Phần Công Trình 793","Số 292 Lê Duẩn, Khu phố 3, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
930,3200569293,"Công Ty TNHH MTV Xây Dựng Nam Long Hưng","Số 64A đường Lê Thế Hiếu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
931,3200574286,"Công Ty TNHH MTV Tổng Hợp Hưng Đạt Phát","Số 02 Kiệt 74 Nguyễn Thái Học, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
932,3200574825,"Công Ty TNHH MTV Tân Triều T& P","Thôn Nam Xuân Đức, Xã Tân Thành, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
933,3200599851,"Công Ty TNHH Xây Dựng Và Thương Mại Văn Minh M.a.c","Tầng 2, số 86 Hùng Vương, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
934,3200608457,"Công Ty Cổ Phần Liên Doanh Cảng Quốc Tế Mỹ Thủy","Số 169 Quốc lộ 9, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
935,3200615687,"Công Ty Cổ Phần Đầu Tư Và Xây Dựng Hải Đăng","Số 20 Phù Đổng Thiên Vương, Khu phố 4, Phường 3, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
936,3200619089,"Công Ty Cổ Phần Đầu Tư Và Xây Dựng Lao Bảo","Khóm Xuân Phước, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
937,3200621352,"Công Ty TNHH MTV Thương Mại Và Xây Dựng Nam Phong Anh","Kiệt 237/7 Lý Thường Kiệt, Khu phố 7, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
938,3200625565,"Công Ty TNHH MTV Minh Phát Quảng Trị","Số 46 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
939,3200625702,"Công Ty TNHH MTV Vĩnh Đường","Số nhà 300/20, Khu phố 3, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
940,3200626470,"Công Ty TNHH Cát Thuận Phong","20/4 Trương Hoàn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
941,3200630004,"Công Ty TNHH MTV Tư Vấn Và Xây Dựng Song Khang","Kiệt 507 Lê Duẩn, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
942,3200198514-005,"Chi Nhánh Công Ty TNHH MTV Quản Lý Khai TháC công Trình Thủy Lợi Quảng Trị","Khu phố 9, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
943,3200638839,"Công Ty TNHH MTV Hoàn Cầu Quảng Trị","Số 128 Lê Lợi, Khu phố 4, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
944,3200639046,"Công Ty Cổ Phần Đức Gia Thịnh","Số 53 Đường Chu Mạnh Trinh, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
945,3200641366,"Công Ty TNHH MTV Gp Vinh Quang","Số 60 Lê Duẩn, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
946,3200666843,"Công Ty TNHH Thương Mại Dịch Vụ Và Sản Xuất Việt Á","Số nhà 92 Lê Duẩn, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
947,3200667646,"Công Ty TNHH Cfg Quảng Trị","Thôn Phú Hội, Xã Triệu An, Huyện Triệu Phong, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
948,3200697288,"Công Ty Cổ Phần Thương Mại Và Đầu Tư Nhân Hòa Phát","Số 209 Lê Duẩn, Phường 2, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
949,3200706704,"Công Ty Cổ Phần Trung Khởi","36A Nguyễn Huệ, Khu phố 6, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
950,3200681545,"Công Ty Cổ Phần Thành An","Thôn Hà Thanh, Xã Gio Châu, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
951,3200681104,"Công Ty TNHH MTV QT Sushi","Thôn Đông Dương, Xã Hải Dương, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
952,3200682186,"Công Ty TNHH MTV PT Susu","Thôn Tân Pun, Xã Hướng Phùng, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
953,3200682549,"Công Ty TNHH MTV Lê Nhật Phát","Khóm Cao Việt, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
954,3603519908-001,"Công Ty TNHH Môi Trường Nam Vương Phát - Chi Nhánh Quảng Trị","Khu phố Lai Phước, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
955,3200685596,"Công Ty TNHH MTV QT Bảo Châu Minh","Khóm Đông Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
956,3200693124,"Công Ty TNHH MTV Ngọc Tiến Đạt","Hẻm 30 đường Điện Biên Phủ, Khu phố 3, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
957,3200700300,"Công Ty TNHH MTV QT Hà Lê","Khóm Trung Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
958,3200708282,"Công Ty TNHH MTV Phát Triển Bền Vững Thiên Kim Ngân","Khóm 1, Thị trấn Krông Klang, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
959,3200708490,"Công Ty TNHH MTV GTHB Hoàng Phong","Khóm 1, Thị trấn Krông Klang, Huyện Đa Krông, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
960,3200713966,"Công Ty TNHH MTV QT Tịnh Nguyễn","Thôn Phương Hải, Xã Hải Ba, Huyện Hải Lăng, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
961,0105690657-015,"Chi Nhánh Công Ty TNHH Thương Mại VHC Quảng Trị","Số 1 Phan Bội Châu, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
962,3200714504,"Công Ty TNHH Gốm Cao Cấp Hạ Long","Tầng 4, Tòa nhà Newkeys, 270 quốc lộ 9, Khu phố 1, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
963,3200714582,"Công Ty TNHH MTV XNK Hiệp Đông 86","Khóm Tây Chín, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
964,3200714575,"Công Ty Cổ Phần Đầu Tư Địa Ốc Quảng Trị","484 Lê Duẫn, Khu phố Đại Áng, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
965,3200197253,"Công Ty TNHH Minh Tuấn","Cụm công nghiệp Đông Lễ, Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
966,3200294306,"Công Ty Cổ Phần Phân Vi Sinh Quảng Trị","Khu Công nghiệp Quán Ngang, Xã Gio Quang, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
967,3200381982,"Công Ty TNHH MTV Triệu Phú Đạt","Tổ 4 Khu phố 1, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
968,3200623335,"Công Ty Cổ Phần Bình Hà Quảng Trị","03 Lý Thường Kiệt, Thị trấn Lao Bảo, Huyện Hướng Hoá, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
969,3200630413,"Công Ty Cổ Phần Đầu Tư Du Lịch Miền Trung","Số 81 Lê Lợi, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
970,3200630967,"Công Ty Cổ Phần Phát Triển Quan Hệ Việt Nhật","46 Nguyễn Đức Thuận - Khu phố 10, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
971,3200631181,"Công Ty Cổ Phần Đức Tiến Quảng Trị","Số 240 đường Lý Thường Kiệt, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
972,3200638878,"Công Ty Cổ Phần Đầu Tư Và Phát Triển Quang Minh Quảng Trị","Khu dân cư khóm Vĩnh Bắc, Thị trấn Hồ Xá, Huyện Vĩnh Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
973,3200639208,"Công Ty TNHH MTV Đầu Tư Delta Plus","Số 252/2 Hùng Vương, Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
974,3200639409,"Công Ty Cổ Phần Bao Bì Công Nghiệp QT","Số 28 Lê Thánh Tông, Khu phố 1, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
975,3200639825,"Công Ty Cổ Phần Nông Sản Hữu Cơ Quảng Trị","Số 22 Nguyễn Trãi, Phường 1, Thành phố Đông Hà, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
976,3002073947,"Công Ty TNHH Dịch Vụ Và Thương Mại Tổng Hợp Tân Ký","Khu Công nghiệp Quán ngang, Xã Gio Quang, Huyện Gio Linh, Tỉnh Quảng Trị",Cục Thuế tỉnh Quảng Trị
